Country Name,Year,Primary Enrollment,GDP per Capita
Brazil,2001,19727684.0,9255.63475922544
Brazil,2001,19727684.0,28548.8819189831
Brazil,2001,19727684.0,10.7802320265077
Brazil,2001,19727684.0,8.59968923067597
Brazil,2001,19727684.0,2055917098445.27
Brazil,2001,19727684.0,1640061928833.08
Brazil,2001,19727684.0,1315755467830.93
Brazil,2001,19727684.0,19.3432950151268
Brazil,2001,19727684.0,2.61592311375051
Brazil,2001,19727684.0,257068665189.126
Brazil,2001,19727684.0,561953636532.185
Brazil,2001,19727684.0,254510461820.199
Brazil,2001,19727684.0,108319299919.57
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,58.4
Brazil,2001,19727684.0,1162162971727.52
Brazil,2001,19727684.0,2652558879130.08
Brazil,2001,19727684.0,1270390734469.19
Brazil,2001,19727684.0,540676536429.474
Brazil,2001,19727684.0,0.613739172861045
Brazil,2001,19727684.0,6558.62794440897
Brazil,2001,19727684.0,14969.6275067105
Brazil,2001,19727684.0,7169.40771140092
Brazil,2001,19727684.0,-0.752248829281413
Brazil,2001,19727684.0,3340.0
Brazil,2001,19727684.0,11210.6802399613
Brazil,2001,19727684.0,8940.0
Brazil,2001,19727684.0,592701203401.341
Brazil,2001,19727684.0,1986488267544.87
Brazil,2001,19727684.0,1583515728633.05
Brazil,2001,19727684.0,1270390734469.19
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,58105671219.0
Brazil,2001,19727684.0,56569020182.0
Brazil,2001,19727684.0,3.84468007087708
Brazil,2001,19727684.0,10.6109399795532
Brazil,2001,19727684.0,10.36094
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,47.0537
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,88730000.0
Brazil,2001,19727684.0,18.7418602932515
Brazil,2001,19727684.0,-0.660512832977815
Brazil,2001,19727684.0,243722938154.336
Brazil,2001,19727684.0,548920535752.145
Brazil,2001,19727684.0,246597051581.69
Brazil,2001,19727684.0,104951363486.304
Brazil,2001,19727684.0,2682181558356.19
Brazil,2001,19727684.0,16.5489966130826
Brazil,2001,19727684.0,217744327807.79
Brazil,2001,19727684.0,92671684224.3587
Brazil,2001,19727684.0,18.4180865006086
Brazil,2001,19727684.0,1.30447551303365
Brazil,2001,19727684.0,211464121694.518
Brazil,2001,19727684.0,492960981808.221
Brazil,2001,19727684.0,242336980201.588
Brazil,2001,19727684.0,103138283009.376
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,113.42723
Brazil,2001,19727684.0,126.97096
Brazil,2001,19727684.0,120.2463
Brazil,2001,19727684.0,102.192863680169
Brazil,2001,19727684.0,1215917472600.96
Brazil,2001,19727684.0,2725562753595.71
Brazil,2001,19727684.0,1344608191604.83
Brazil,2001,19727684.0,572263383356.115
Brazil,2001,19727684.0,49.3332318190417
Brazil,2001,19727684.0,13.3936112803473
Brazil,2001,19727684.0,13.8718874421595
Brazil,2001,19727684.0,176227172761.19
Brazil,2001,19727684.0,75002040559.6633
Brazil,2001,19727684.0,1048681239350.4
Brazil,2001,19727684.0,2358337542886.24
Brazil,2001,19727684.0,1120421873871.51
Brazil,2001,19727684.0,476849997145.001
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,2.78
Brazil,2001,19727684.0,64.1077083717905
Brazil,2001,19727684.0,0.698459775004707
Brazil,2001,19727684.0,715969292074.126
Brazil,2001,19727684.0,1614688581311.38
Brazil,2001,19727684.0,843500678202.941
Brazil,2001,19727684.0,358992719950.241
Brazil,2001,19727684.0,4040.54880474806
Brazil,2001,19727684.0,-0.668678441084793
Brazil,2001,19727684.0,1155542869985.6
Brazil,2001,19727684.0,764014693899.437
Brazil,2001,19727684.0,843500678202.941
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,7963197000.0
Brazil,2001,19727684.0,3.9957381543
Brazil,2001,19727684.0,12.2305714254
Brazil,2001,19727684.0,2.96305319134731
Brazil,2001,19727684.0,260731000.0
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,-8126700.0
Brazil,2001,19727684.0,143073115.4
Brazil,2001,19727684.0,98.0
Brazil,2001,19727684.0,91.0
Brazil,2001,19727684.0,99.0
Brazil,2001,19727684.0,62.2087132617
Brazil,2001,19727684.0,99.55425352
Brazil,2001,19727684.0,102.9592036
Brazil,2001,19727684.0,14.5645743525559
Brazil,2001,19727684.0,3.33140284537924
Brazil,2001,19727684.0,72954429217.2036
Brazil,2001,19727684.0,122941787037.288
Brazil,2001,19727684.0,222256143589.568
Brazil,2001,19727684.0,191634183410.056
Brazil,2001,19727684.0,81559242944.9922
Brazil,2001,19727684.0,95977171414.0965
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,0.39
Brazil,2001,19727684.0,0.25
Brazil,2001,19727684.0,12.9859222754546
Brazil,2001,19727684.0,48.0
Brazil,2001,19727684.0,18.5
Brazil,2001,19727684.0,46.1
Brazil,2001,19727684.0,62.5
Brazil,2001,19727684.0,0.8
Brazil,2001,19727684.0,2.5
Brazil,2001,19727684.0,6.0
Brazil,2001,19727684.0,10.5
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,4.528494869
Brazil,2001,19727684.0,879.0
Brazil,2001,19727684.0,2892.0
Brazil,2001,19727684.0,22.6395279128549
Brazil,2001,19727684.0,-0.642399979887472
Brazil,2001,19727684.0,262052256433.964
Brazil,2001,19727684.0,665603707726.458
Brazil,2001,19727684.0,297880826404.498
Brazil,2001,19727684.0,126777666995.838
Brazil,2001,19727684.0,16718.6892066747
Brazil,2001,19727684.0,6.84035902487525
Brazil,2001,19727684.0,8.22509431643341
Brazil,2001,19727684.0,8.22509431643341
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,6.05921112279211
Brazil,2001,19727684.0,7.13325947840955
Brazil,2001,19727684.0,5.64329175106329
Brazil,2001,19727684.0,6.58648800088733
Brazil,2001,19727684.0,27.0632442028858
Brazil,2001,19727684.0,4.30474457187191
Brazil,2001,19727684.0,50.2093652570614
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,39.76
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,5.16075588610344
Brazil,2001,19727684.0,3765000000.0
Brazil,2001,19727684.0,566000000.0
Brazil,2001,19727684.0,3199000000.0
Brazil,2001,19727684.0,4773000.0
Brazil,2001,19727684.0,2674000.0
Brazil,2001,19727684.0,2.75614370589415
Brazil,2001,19727684.0,1844000000.0
Brazil,2001,19727684.0,113000000.0
Brazil,2001,19727684.0,1731000000.0
Brazil,2001,19727684.0,3905040000.0
Brazil,2001,19727684.0,3000000000.0
Brazil,2001,19727684.0,932200000.0
Brazil,2001,19727684.0,26930000.0
Brazil,2001,19727684.0,48.4900016784668
Brazil,2001,19727684.0,52.4300003051758
Brazil,2001,19727684.0,69.3290023803711
Brazil,2001,19727684.0,73.7099990844727
Brazil,2001,19727684.0,58.9930000305176
Brazil,2001,19727684.0,62.9900016784668
Brazil,2001,19727684.0,50.8380012512207
Brazil,2001,19727684.0,54.3899993896484
Brazil,2001,19727684.0,54.99
Brazil,2001,19727684.0,77.1679992675781
Brazil,2001,19727684.0,80.7799987792969
Brazil,2001,19727684.0,81.52
Brazil,2001,19727684.0,63.7229995727539
Brazil,2001,19727684.0,67.0299987792969
Brazil,2001,19727684.0,68.09
Brazil,2001,19727684.0,84.2300033569336
Brazil,2001,19727684.0,80.3499984741211
Brazil,2001,19727684.0,89.0299987792969
Brazil,2001,19727684.0,66.3600006103516
Brazil,2001,19727684.0,51.8199996948242
Brazil,2001,19727684.0,81.0299987792969
Brazil,2001,19727684.0,78.6800003051758
Brazil,2001,19727684.0,70.9700012207031
Brazil,2001,19727684.0,88.25
Brazil,2001,19727684.0,40.737714574604
Brazil,2001,19727684.0,79670542.0
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,8358140.0
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,18148670.0
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,57.6166666666667
Brazil,2001,19727684.0,2.668085106
Brazil,2001,19727684.0,74.36
Brazil,2001,19727684.0,66.75
Brazil,2001,19727684.0,70.462
Brazil,2001,19727684.0,0.164305533985525
Brazil,2001,19727684.0,610.0
Brazil,2001,19727684.0,
Brazil,2001,19727684.0,426.0
Brazil,2001,19727684.0,
